Headline;Media;Date;url
Silaturahmi Kebangsaan, Gus Miftah 1000 Kiai Kampung ...;SERGAP;13/12/2023;https://sergap.co.id/2023/12/14/silaturahmi-kebangsaan-gus-miftah-1000-kiai-kampung-bersama-prabowo-gibran-di-komplek-yayasan-taruna-muslim-indonesia/
"Jubir TKN Prabowo-Gibran Sebut Isu Pelanggaran HAM seperti Kaset Rusak yang 
Diputar Tiap 5 Tahun";KOMPAS.tv;13/12/2023;https://www.kompas.tv/nasional/468782/jubir-tkn-prabowo-gibran-sebut-isu-pelanggaran-ham-seperti-kaset-rusak-yang-diputar-tiap-5-tahun
Prabowo-Gibran Khawatir dengan Politik SARA yang ...;Kedai Pena;13/12/2023;https://www.kedaipena.com/prabowo-gibran-khawatir-dengan-politik-sara-yang-dilakukan-di-pertemuan-terbatas/
"Mengenal Lebih Dekat: Hubungan Interpersonal Prabowo-Gibran berdasarkan 
Social Penetration Theory - Kompasiana.com";Kompasiana.com;13/12/2023;https://www.kompasiana.com/safiraluneto7207/6579bf47de948f3ceb3b39b2/mengenal-lebih-dekat-hubungan-interpersonal-prabowo-gibran-berdasarkan-social-penetration-theory
Melanggar Titik Pemasangan, APK Prabowo-Gibran Dicopot ...;RMOL JATENG;13/12/2023;https://www.rmoljawatengah.id/melanggar-titik-pemasangan-apk-prabowo-gibran-dicopot-paksa
LSI Denny JA: RK Pengaruhi Elektabilitas Prabowo-Gibran di ...;20detik;13/12/2023;https://20.detik.com/detikupdate/20231213-231213145/lsi-denny-ja-rk-pengaruhi-elektabilitas-prabowo-gibran-di-kabupaten-bogor
Keputusan Mendukung Prabowo - Gibran Bukan Pilihan ...;NTB Satu;13/12/2023;https://ntbsatu.com/2023/12/14/keputusan-mendukung-prabowo-gibran-bukan-pilihan-sembarang-bagi-partai-demokrat.html
Prabowo atau Gibran Bakal Hadir Perayaan Natal di Papua ...;Papua Kini;13/12/2023;https://papuakini.co/2023/12/14/prabowo-atau-gibran-bakal-hadir-perayaan-natal-di-papua-barat/
"Prabowo-Gibran Bidik Suara Milenial dan Gen Z di Banjarmasin - Radar 
Banjarmasin";Radar Banjarmasin;13/12/2023;https://radarbanjarmasin.jawapos.com/banua/1973532178/prabowo-gibran-bidik-suara-milenial-dan-gen-z-di-banjarmasin
"Prabowo-Gibran Janji akan Bangun 25 Rumah Per Desa dan 30 Persen untuk 
Alokasi Kredit UMKM";Tribun Jambi;13/12/2023;https://jambi.tribunnews.com/2023/12/14/prabowo-gibran-janji-akan-bangun-25-rumah-per-desa-dan-30-persen-untuk-alokasi-kredit-umkm
Relawan Prabowo Ajak Masyarakat Pilih Pemimpin ...;Politik;13/12/2023;https://politik.rmol.id/read/2023/12/14/601291/relawan-prabowo-ajak-masyarakat-pilih-pemimpin-berkualitas-dan-disegani-dunia
"Persaudaraan 98 Adakan Pembekalan Simpul Relawan Prabowo-Gibran, Jadi Pusat 
Konsolidasi Relawan di DKI Jakarta - Akurat";Akurat.co;13/12/2023;https://www.akurat.co/politik/1303491894/persaudaraan-98-adakan-pembekalan-simpul-relawan-prabowo-gibran-jadi-pusat-konsolidasi-relawan-di-dki-jakarta
"Begini Perubahan Elektabilitas Parpol Pendukung Anies-Muhaimin, 
Prabowo-Gibran, Ganjar-Mahfud";KOMPAS.tv;13/12/2023;https://www.kompas.tv/video/468944/begini-perubahan-elektabilitas-parpol-pendukung-anies-muhaimin-prabowo-gibran-ganjar-mahfud
"TKN Prabowo-Gibran Santai saat Anies Bawa Ortu Harun Al Rasyid: Kami Tidak 
Merasa Diserang";Tribun Video;13/12/2023;https://video.tribunnews.com/view/681421/tkn-prabowo-gibran-santai-saat-anies-bawa-ortu-harun-al-rasyid-kami-tidak-merasa-diserang
"BMM 08 Terima Sertifikat Resmi Jadi Satu-satunya Relawan Pemenangan 
Prabowo-Gibran di Madura";Tribun Madura;13/12/2023;https://madura.tribunnews.com/2023/12/13/bmm-08-terima-sertifikat-resmi-jadi-satu-satunya-relawan-pemenangan-prabowo-gibran-di-madura
"Kirana Larasati Curi Perhatian di Debat Capres, Duduk Barisan Paling Depan 
Dukung Prabowo-Gibran";Suara.com;13/12/2023;https://www.suara.com/lifestyle/2023/12/13/160808/kirana-larasati-curi-perhatian-di-debat-capres-duduk-barisan-paling-depan-dukung-prabowo-gibran
"Kece Banget! Official Merchandise Capres Prabowo-Gibran Dijual di Mall FX 
Sudirman";Ketik;13/12/2023;https://ketik.co.id/berita/kece-banget-official-merchandise-prabowo-gibran-dijual-di-fx-sudirman
"Relawan Prabowo-Gibran Bikin Kompetisi Goyang Gemoy tapi Peserta Tak Boleh 
Tunjukkan Simbol Dukungan";Pikiran-Rakyat.com;13/12/2023;https://www.pikiran-rakyat.com/nasional/pr-017474147/relawan-prabowo-gibran-bikin-kompetisi-goyang-gemoy-tapi-peserta-tak-boleh-tunjukkan-simbol-dukungan
Rapat Perdana TKD Prabowo-Gibran Kota Palembang, Ini ...;Mattanews.co;13/12/2023;https://mattanews.co/rapat-perdana-tkd-prabowo-gibran-kota-palembang-ini-sejumlah-gerakannya/
"Jadi Pendukung Prabowo-Gibran, Nusron Wahid Diberhentikan dari Ketua PBNU, 
Gus Fahrur Klarifikasi";Tribun Video;13/12/2023;https://video.tribunnews.com/view/681531/jadi-pendukung-prabowo-gibran-nusron-wahid-diberhentikan-dari-ketua-pbnu-gus-fahrur-klarifikasi
"Prabowo Gibran Siapkan Strategi Penguatan UMKM Demi Kuatkan Ekonomi 
Kerakyatan Indonesia - Harian Terbit";Harian Terbit;13/12/2023;https://www.harianterbit.com/ekonomi/27411196638/prabowo-gibran-siapkan-strategi-penguatan-umkm-demi-kuatkan-ekonomi-kerakyatan-indonesia
"Pemilu 2024: Menakar komitmen para capres tuntaskan kasus HAM masa lalu - 
'Mereka buat janji hanya untuk meraup suara'";BBC;13/12/2023;https://www.bbc.com/indonesia/articles/c51z5kvy16ro
"Gibran Rakabuming Tepuk Tangan Meriah dan Minta Pendukung Prabowo Subianto 
Semangat Usai Anies Baswedan Bahas Putusan MK, TKN Angkat Suara! - Kilat";Kilat;13/12/2023;https://www.kilat.com/nasional/84411185563/gibran-rakabuming-tepuk-tangan-meriah-dan-minta-pendukung-prabowo-subianto-semangat-usai-anies-baswedan-beri-serangan-tkn-angkat-suara
Prabowo Hadiri Reuni AKABRI, Joget hingga Nyanyi Bareng SBY;Nasional;13/12/2023;https://nasional.tempo.co/read/1808992/prabowo-hadiri-reuni-akabri-joget-hingga-nyanyi-bareng-sby
"Dewan pakar TKN Prabowo-Gibran Muhammad Sirod Bongkar Analisis Serangan 
Anies Kepada Prabowo";Siap;13/12/2023;https://siap.viva.co.id/news/3003-dewan-pakar-tkn-prabowo-gibran-muhammad-sirod-bongkar-analisis-serangan-anies-kepada-prabowo
LSI Denny JA: Ridwan Kamil Dongkrak Elektabilitas Prabowo di Kabupaten Bogor;Viva;13/12/2023;https://www.viva.co.id/berita/politik/1667368-lsi-denny-ja-ridwan-kamil-dongkrak-elektabilitas-prabowo-di-kabupaten-bogor
Pengamat: Keluarnya Prabowo dari oposisi tidak kurangi polarisasi;Antaranews.com;13/12/2023;https://www.antaranews.com/berita/3871098/pengamat-keluarnya-prabowo-dari-oposisi-tidak-kurangi-polarisasi
"Tidak Sepakat Prabowo Pilih Gibran untuk Pilpres 2024, Beni Pramula Menolak 
Jadi Caleg Gerindra";Warta Kota;13/12/2023;https://wartakota.tribunnews.com/2023/12/14/tidak-sepakat-prabowo-pilih-gibran-untuk-pilpres-2024-beni-pramula-menolak-jadi-caleg-gerindra
Konsolidasi Ranting Partai Gerindra, DPD Sumsel dan DPC ...;krsumsel.com;13/12/2023;https://www.krsumsel.com/2023/12/13/konsolidasi-ranting-partai-gerindra-dpd-sumsel-dan-dpc-banyuasin-optimis-prabowo-gibran-menang-satu-putaran/
The Prabowo-Gibran Pairing: Wise or Foolish? | FULCRUM;Fulcrum.sg;13/12/2023;https://fulcrum.sg/the-prabowo-gibran-pairing-wise-or-foolish/
Sebut Jokowi Sahabat, Tokoh Senior Golkar Solo Tegaskan Dukung Gibran;Soloraya;13/12/2023;https://soloraya.solopos.com/sebut-jokowi-sahabat-tokoh-senior-golkar-solo-tegaskan-dukung-gibran-1818822
"Khawatirkan Kesehatan Prabowo, Dokter Tifa Sebut Tandem Gibran Rakabuming 
Bisa Kena Penyakit Ini - Kilat";Kilat;13/12/2023;https://www.kilat.com/nasional/84411194281/khawatirkan-kesehatan-prabowo-dokter-tifa-sebut-tandem-gibran-rakabuming-bisa-kena-penyakit-ini
"Respons Kritik Hasto, TKN: Pak Prabowo Penerus Pak Jokowi, Bukan Peniru - 
Kompas.com";KOMPAS.com;13/12/2023;https://nasional.kompas.com/read/2023/12/14/05402071/respons-kritik-hasto-tkn-pak-prabowo-penerus-pak-jokowi-bukan-peniru
Round up: Hari ke-16 kampanye Pilpres 2024;Antaranews.com;13/12/2023;https://www.antaranews.com/berita/3870564/round-up-hari-ke-16-kampanye-pilpres-2024
"Prabowo Subianto Siap Merangkul Semua Kekuatan untuk Membangun Indonesia 
yang Bersatu Bila Memenangkan Pilpres 2024 - Akurat Jateng";Akurat Jateng;13/12/2023;https://jateng.akurat.co/politik/1333500419/prabowo-subianto-siap-merangkul-semua-kekuatan-untuk-membangun-indonesia-yang-bersatu-bila-memenangkan-pilpres-2024
PSN Babel Gelar Nobar Debat Capres Sekaligus Deklarasi ...;Timelines.id;13/12/2023;https://timelines.id/2023/12/13/psn-babel-gelar-nobar-debat-capres-sekaligus-deklarasi-dukung-prabowo-gibran/
"Tanggapi Video Beredar Terkait Kader PKS Dukung Prabowo-Gibran, Faizal 
Hafan Farid: Mereka Dijebak - Mitra News";Mitranews.net;13/12/2023;https://www.mitranews.net/hot-news/10511186888/tanggapi-video-beredar-terkait-kader-pks-dukung-prabowo-gibran-faizal-hafan-farid-mereka-dijebak
Kader Membelot Dukung Prabowo, PDIP Banten: Enggak Mikirin - Kompas.com;Regional - KOMPAS.com;13/12/2023;https://regional.kompas.com/read/2023/12/13/193454078/kader-membelot-dukung-prabowo-pdip-banten-enggak-mikirin
Ganjar: Kalau Jokowi dukung, hasil survei Prabowo harusnya 100 persen;Antaranews.com;13/12/2023;https://www.antaranews.com/berita/3870483/ganjar-kalau-jokowi-dukung-hasil-survei-prabowo-harusnya-100-persen
"DPN Getar 08 Gelar Konsolidasi, 10.000 Posko Pemenangan Prabowo Gibran Siap 
Didirikan";Cahaya Siang;13/12/2023;https://cahayasiang.id/dpn-getar-08-gelar-konsolidasi-10-000-posko-pemenangan-prabowo-gibran-siap-didirikan/
"Ketum PSI Kaesang Dijamu Walkot Makassar Danny Pomanto, Tegaskan Tak 
Kampanyekan Prabowo-Gibran";Tribun Video;13/12/2023;https://video.tribunnews.com/view/681486/ketum-psi-kaesang-dijamu-walkot-makassar-danny-pomanto-tegaskan-tak-kampanyekan-prabowo-gibran
Prabowo Kritisi Polusi di Jakarta - harian.disway.id;Harian Disway;13/12/2023;https://harian.disway.id/read/749346/prabowo-kritisi-polusi-di-jakarta
Top 5 News, Penemuan Mayat di Unpri Medan hingga Debat Capres Perdana;BeritaSatu.com;13/12/2023;https://www.beritasatu.com/nusantara/2786766/top-5-news-penemuan-mayat-di-unpri-medan-hingga-debat-capres-perdana
Soal Pencalonan Gibran Sebagai Cawapres, Prabowo Jawab ...;JPNN.com;13/12/2023;https://www.jpnn.com/video/soal-pencalonan-gibran-sebagai-cawapres-prabowo-jawab-anies-baswedan-begini
"Pemimpin Bijak dan Rendah Hati, Perolehan Elektabilitas Prabowo Dinilai 
Akan Tetap Tinggi";Tribun Jabar;13/12/2023;https://jabar.tribunnews.com/2023/12/13/pemimpin-bijak-dan-rendah-hati-perolehan-elektabilitas-prabowo-dinilai-akan-tetap-tinggi
"Tim Kampanye Daerah AMIN Sulsel Sudah Terbentuk Tapi Belum Dikukuhkan, Beda 
Tim Prabowo-Gibran";Tribun makassar;13/12/2023;https://makassar.tribunnews.com/2023/12/13/tim-kampanye-daerah-amin-sulsel-sudah-terbentuk-tapi-belum-dikukuhkan-beda-tim-prabowo-gibran
Menilik Gaya Kampanye Bongbong Marcos, Disebut Mirip ...;Kompas.com;13/12/2023;https://www.kompas.com/tren/read/2023/12/13/213341765/menilik-gaya-kampanye-bongbong-marcos-disebut-mirip-dengan-joget-gemoy?page=all
"Prabowo Lantang Singgung Ganjar Pranowo soal Kesulitan Tani di Jawa Tengah, 
Ini Alasannya";tvOneNews.com;13/12/2023;https://www.tvonenews.com/berita/174137-prabowo-lantang-singgung-ganjar-pranowo-soal-kesulitan-tani-di-jawa-tengah-ini-alasannya
Dinilai Terlalu Emosional Saat Debat, TKN Sebut Prabowo ...;Video - Tempo.co;13/12/2023;https://video.tempo.co/read/36162/dinilai-terlalu-emosional-saat-debat-tkn-sebut-prabowo-apa-adanya
Awas Kaget, Segini Pajak Mobil Alphard yang Jadi Andalan Prabowo;detikOto;13/12/2023;https://oto.detik.com/mobil/d-7088766/awas-kaget-segini-pajak-mobil-alphard-yang-jadi-andalan-prabowo
Ganjar girang atas respons masyarakat terkait penampilannya saat debat;ANTARA News;13/12/2023;https://www.antaranews.com/berita/3870354/ganjar-girang-atas-respons-masyarakat-terkait-penampilannya-saat-debat
"Momen 3 Cawapres Berpelukan usai Debat Capres, Gibran Temui Cak Imin, 
Mahfud MD Menyusul";Tribunnews.com;13/12/2023;https://www.tribunnews.com/mata-lokal-memilih/2023/12/14/momen-3-cawapres-berpelukan-usai-debat-capres-gibran-temui-cak-imin-mahfud-md-menyusul
"Kampanye Perdana sebagai Caleg DPR-RI, Dedi Mulyadi Sungkem ke Ribuan Ibu 
di Purwakarta";Liputan6.com;13/12/2023;https://www.liputan6.com/regional/read/5480329/kampanye-perdana-sebagai-caleg-dpr-ri-dedi-mulyadi-sungkem-ke-ribuan-ibu-di-purwakarta
"Timnas AMIN Sebut Hanya Mahfud MD Lawan Berat Cak Imin dalam Debat, Gibran 
Dianggap Irit Bicara?";Tribun Wow;13/12/2023;https://wow.tribunnews.com/2023/12/14/timnas-amin-sebut-hanya-mahfud-md-lawan-berat-cak-imin-dalam-debat-gibran-dianggap-irit-bicara
Ganjar tak pernah khawatir dengan berita negatif;Antaranews.com;13/12/2023;https://www.antaranews.com/berita/3870303/ganjar-tak-pernah-khawatir-dengan-berita-negatif
Ganjar akan beri ruang bagi anak muda untuk masuk ke pemerintahan;Antaranews.com;13/12/2023;https://www.antaranews.com/berita/3870279/ganjar-akan-beri-ruang-bagi-anak-muda-untuk-masuk-ke-pemerintahan
Hadapi Kampanye, Artis PAN Gelorakan Peningkatan UMKM;BeritaSatu.com;13/12/2023;https://www.beritasatu.com/bersatu-kawal-pemilu/2786745/hadapi-kampanye-artis-pan-gelorakan-peningkatan-umkm
Laporan Harta Terbaru Capres-Cawapres 2024, Koleksi Kendaraan Berubah?;CNN Indonesia;13/12/2023;https://www.cnnindonesia.com/otomotif/20231214132833-579-1037227/laporan-harta-terbaru-capres-cawapres-2024-koleksi-kendaraan-berubah
"Anies dan Prabowo Seakan Tak Jawab Tegas soal Pertanyaan Ganjar terkait 
Kasus Aktivis HAM dan IKN";Tribun Video;13/12/2023;https://video.tribunnews.com/view/681551/anies-dan-prabowo-seakan-tak-jawab-tegas-soal-pertanyaan-ganjar-terkait-kasus-aktivis-ham-dan-ikn
Gibran akan lakukan evaluasi jika ada teguran KPU;ANTARA News;13/12/2023;https://m.antaranews.com/berita/3870741/gibran-akan-lakukan-evaluasi-jika-ada-teguran-kpu%C2%A0
"Komentari Debat Pertama Capres 2024, Rocky Gerung Justru Nantikan Debat 
Mahfud MD vs Gibran - Suara Merdeka";Suara Merdeka;13/12/2023;https://www.suaramerdeka.com/pemilu-2024/0411186969/komentari-debat-pertama-capres-2024-rocky-gerung-justru-nantikan-debat-mahfud-md-vs-gibran
"Prabowo Gibran Berpartisipasi pada Acara Bantuan Sosial Warga Duri Kepa 
Kebon Jeruk Jakarta Barat";nusantaranews;13/12/2023;https://nusantaranews.co/prabowo-gibran-berpartisipasi-pada-acara-bantuan-sosial-warga-duri-kepa-kebon-jeruk-jakarta-barat/
"Elektabiltas Prabowo-Gibran Merosot Usai Debat, Hasil Poling Jubir PSI 
Paslon 02 Hanya Raih 8 Persen - Bali Express";Bali Express;13/12/2023;https://baliexpress.jawapos.com/politik/673525196/elektabiltas-prabowo-gibran-merosot-usai-debat-hasil-poling-jubir-psi-paslon-02-hanya-raih-8-persen
Papera Aceh Optimis dulang 80% suara pedagang untuk ...;ACEH MONITOR;13/12/2023;https://acehmonitor.com/papera-aceh-optimis-dulang-80-suara-pedagang-untuk-prabowo-gibran/
Berharap Prabowo-Gibran Menang di Pilpres 2024, Ridwan ...;Jabar News;13/12/2023;https://www.jabarnews.com/daerah/berharap-prabowo-gibran-menang-di-pilpres-2024-ridwan-kamil-ingin-partai-golkar-juara-di-jabar/
"Sama-sama Hanya Ikuti 1 Akun, Gibran Rakabuming Blak-blakkan Idolakan Sosok 
Penting Ini, Intip Following Prabowo Subianto - Ayo Palembang";https://www.ayopalembang.com;13/12/2023;https://www.ayopalembang.com/politik/3611188783/sama-sama-hanya-ikuti-1-akun-gibran-rakabuming-blak-blakkan-idolakan-sosok-penting-ini-intip-following-prabowo-subianto
Chandra Arie Mundur dari Bank Mandiri Taspen, Gabung TKN Prabowo-Gibran;Finansial Bisnis;14/12/2023;https://finansial.bisnis.com/read/20231214/90/1724032/chandra-arie-mundur-dari-bank-mandiri-taspen-gabung-tkn-prabowo-gibran
Masuk TKN Prabowo-Gibran, Adik Menkominfo Mundur dari Mandiri Taspen;CNN Indonesia;14/12/2023;https://www.cnnindonesia.com/ekonomi/20231215103836-92-1037603/masuk-tkn-prabowo-gibran-adik-menkominfo-mundur-dari-mandiri-taspen
Gabung TKN Prabowo Gibran, Chandra Arie Mundur dari ...;Media Asuransi News;14/12/2023;https://mediaasuransinews.co.id/perbankan/gabung-tkn-prabowo-gibran-chandra-arie-mundur-dari-komisaris-bank-mantap/
Pengamat sebut Gus Miftah berikan dampak elektoral ke Prabowo-Gibran;Antaranews.com;14/12/2023;https://www.antaranews.com/berita/3872649/pengamat-sebut-gus-miftah-berikan-dampak-elektoral-ke-prabowo-gibran
"Pandai Merangkul Kalangan, Gus Miftah Bisa Jadi Kartu Prabowo-Gibran di 
Pilpres 2024";tvOneNews.com;14/12/2023;https://www.tvonenews.com/berita/nasional/174534-pandai-merangkul-kalangan-gus-miftah-bisa-jadi-kartu-prabowo-gibran-di-pilpres-2024
RAB Lamongan Terus Bergerilya Tingkatkan Suara Prabowo ...;Kabar1News;14/12/2023;https://kabar1news.com/rab-lamongan-terus-bergerilya-tingkatkan-suara-prabowo-gibran-di-jawa-timur/
Nelayan Cilacap Gelar Deklarasi Dukung Prabowo-Gibran di Pilpres 2024;detikNews;14/12/2023;https://news.detik.com/pemilu/d-7091452/nelayan-cilacap-gelar-deklarasi-dukung-prabowo-gibran-di-pilpres-2024
Sosok Pemuda Tionghoa Fokus Kampanye Digital Dukung Prabowo-Gibran;detikNews;14/12/2023;https://news.detik.com/pemilu/d-7090505/sosok-pemuda-tionghoa-fokus-kampanye-digital-dukung-prabowo-gibran
Lewat Door to Door, Relawan Praka Sosialisasikan Program ...;Politik;14/12/2023;https://politik.rmol.id/read/2023/12/15/601479/lewat-door-to-door-relawan-praka-sosialisasikan-program-prabowo-gibran
Hari ke-18 kampanye, Prabowo ke Rakornas Gerindra, Gibran ke Kaltim;Antaranews.com;14/12/2023;https://www.antaranews.com/berita/3872469/hari-ke-18-kampanye-prabowo-ke-rakornas-gerindra-gibran-ke-kaltim
Di Balik Partai Prabowo-Gibran Dukung Khofifah Jadi Cagub ...;Narasi Tv;14/12/2023;https://narasi.tv/read/narasi-daily/di-balik-partai-prabowo-gibran-dukung-khofifah-jadi-cagub-jawa-timur
Menuju Indonesia Emas 2045, Prabowo-Gibran Bawa ...;Politik;14/12/2023;https://politik.rmol.id/read/2023/12/14/601413/menuju-indonesia-emas-2045-prabowo-gibran-bawa-program-prioritas-untuk-sejahterakan-petani
Prabowo-Gibran Punya Cara Turunkan Kasus Kekerasan ...;Serayu News;14/12/2023;https://serayunews.com/prabowo-gibran-punya-cara-turunkan-kasus-kekerasan-terhadap-perempuan-dan-anak
TKN: Prabowo-Gibran Komitmen Teruskan Transformasi Kesehatan Era Jokowi;Liputan6.com;14/12/2023;https://www.liputan6.com/surabaya/read/5482128/tkn-prabowo-gibran-komitmen-teruskan-transformasi-kesehatan-era-jokowi
"DPP Persaudaraan 98 Gencarkan Pembekalan ke Relawan Prabowo-Gibran demi 
Menang Satu Putaran";Liputan6.com;14/12/2023;https://www.liputan6.com/pemilu/read/5481694/dpp-persaudaraan-98-gencarkan-pembekalan-ke-relawan-prabowo-gibran-demi-menang-satu-putaran
Komitmen Pada Persatuan, Dukungan kepada Prabowo-Gibran Terus Meningkat;Tribun Jabar;14/12/2023;https://jabar.tribunnews.com/2023/12/14/komitmen-pada-persatuan-dukungan-kepada-prabowo-gibran-terus-meningkat
Prabowo-Gibran Akan Naikkan Kesejahteraan Penegak ...;Pemilu 2024;14/12/2023;https://pemilu2024.harianjogja.com/read/2023/12/14/643/1158233/prabowo-gibran-akan-naikkan-kesejahteraan-penegak-hukum-biar-kebal-suap
Zulhas Optimistis Prabowo-Gibran Menang Satu Putaran Seusai Debat Capres;BeritaSatu.com;14/12/2023;https://www.beritasatu.com/bersatu-kawal-pemilu/2787430/zulhas-optimistis-prabowo-gibran-menang-satu-putaran-seusai-debat-capres
Serangan Politik Dinasti ke Prabowo-Gibran Tak Berpengaruh ...;Radar Banten;14/12/2023;https://www.radarbanten.co.id/2023/12/15/serangan-politik-dinasti-ke-prabowo-gibran-tak-berpengaruh-hingga-level-bawah/
Penjaga Prabowo-Gibran di Kota Bekasi Optimistis Satu ...;Radarbekasi.id;14/12/2023;https://radarbekasi.id/2023/12/15/penjaga-prabowo-gibran-di-kota-bekasi-optimistis-satu-putaran-pilpres-2024/
Golkar Bogor pastikan solid dukung Prabowo-Gibran;ANTARA News Megapolitan;14/12/2023;https://megapolitan.antaranews.com/berita/272079/golkar-bogor-pastikan-solid-dukung-prabowo-gibran
Relawan: Jika Bukan Prabowo-Gibran, Indonesia Akan Kembali ke Nol;BeritaSatu.com;14/12/2023;https://www.beritasatu.com/bersatu-kawal-pemilu/2787479/relawan-jika-bukan-prabowo-gibran-indonesia-akan-kembali-ke-nol
Ini Cara Prabowo-Gibran Turunkan Kasus Kekerasan ...;Merdeka.com;14/12/2023;https://www.merdeka.com/politik/ini-cara-prabowo-gibran-turunkan-kasus-kekerasan-terhadap-perempuan-dan-anak-62901-mvk.html
TKD Prabowo-Gibran Lampung Kerja Nyata Ajak Berpolitik Riang Gembira;Lampung Post;14/12/2023;https://m.lampost.co/berita-tkd-prabowo-gibran-lampung-kerja-nyata-ajak-berpolitik-riang-gembira.html
Papera Aceh Rapat Konsolidasi Pemenangan Prabowo-Gibran;Serambinews.com;14/12/2023;https://aceh.tribunnews.com/2023/12/14/papera-aceh-rapat-konsolidasi-pemenangan-prabowo-gibran
Prabowo - Gibran Gencarkan Program Kesejahteraan UMKM;Rakyat Merdeka;14/12/2023;https://rm.id/baca-berita/pemilu/201783/prabowo-gibran-gencarkan-program-kesejahteraan-umkm
"TKN Prabowo-Gibran: Jawaban Ganjar soal Pupuk di Jateng Langka seperti Cuci 
Tangan";KOMPAS.tv;14/12/2023;https://www.kompas.tv/nasional/469297/tkn-prabowo-gibran-jawaban-ganjar-soal-pupuk-di-jateng-langka-seperti-cuci-tangan
"Gibran Tak Emosi dengar Jawaban Prabowo ke Anies Soal Putusan MK, Begini 
Kata Arief Rosyid";Pos-kupang.com;14/12/2023;https://kupang.tribunnews.com/2023/12/15/gibran-tak-emosi-dengar-jawaban-prabowo-ke-anies-soal-putusan-mk-begini-kata-arief-rosyid
"Relawan Gaspoll Bro Yogyakarta Konsolidasi Targetkan Prabowo-Gibran Menang 
Besar - Radar Semarang";Radar Semarang;14/12/2023;https://radarsemarang.jawapos.com/jogja/723563863/relawan-gaspoll-bro-yogyakarta-konsolidasi-targetkan-prabowo-gibran-menang-besar
Mulyadi Jayabaya Dukung Prabowo-Gibran, Ketua DPD PDIP ...;Radar Banten;14/12/2023;https://www.radarbanten.co.id/2023/12/14/mulyadi-jayabaya-dukung-prabowo-gibran-ketua-dpd-pdip-banten-tanggapi-santai/
"[POPULER NASIONAL] KPU Tegur Timses Usai Aksi Gibran Saat Debat | TPN soal 
Prabowo Sebut Ganjar Tendensius - Kompas.com";KOMPAS.com;14/12/2023;https://nasional.kompas.com/read/2023/12/15/05000041/-populer-nasional-kpu-tegur-timses-usai-aksi-gibran-saat-debat-tpn-soal
Dapat Rezeki Nomplok, Tukang Parkir di Tanjakan Sitinjau ...;Merdeka.com;14/12/2023;https://www.merdeka.com/trending/dapat-rezeki-nomplok-tukang-parkir-di-tanjakan-sitinjau-lauik-dapat-uang-rp1-juta-dari-ketua-tim-tkd-prabowo-gibran-62773-mvk.html
"Jubir TKD Luwu Timur Apresiasi Gaya IAS Kampanyekan Prabowo-Gibran di Luwu 
Raya";FAJAR;14/12/2023;https://fajar.co.id/2023/12/15/jubir-tkd-luwu-timur-apresiasi-gaya-ias-kampanyekan-prabowo-gibran-di-luwu-raya/
Perbandingan Dana Kampanye 3 Capres 2024, Prabowo ...;NTB Satu;14/12/2023;https://ntbsatu.com/2023/12/14/perbandingan-dana-kampanye-3-capres-2024-prabowo-gibran-bikin-melongo.html
Demokrat Putuskan Dukung Prabowo-Gibran Lewat ...;Suara NTB;14/12/2023;https://www.suarantb.com/2023/12/15/demokrat-putuskan-dukung-prabowo-gibran-lewat-pertimbangan-matang/
Hillary Brigita jadi Ketua Praka Sulut, Target Menangkan Prabowo-Gibran;JPNN.com;14/12/2023;https://www.jpnn.com/news/hillary-brigita-jadi-ketua-praka-sulut-target-menangkan-prabowo-gibran
"Tak Kampanye Hari Ini, Prabowo Resmikan Turnamen Sepak Bola, Gibran 
Jalankan Tugas Pemerintahan";KOMPAS.tv;14/12/2023;https://www.kompas.tv/nasional/469101/tak-kampanye-hari-ini-prabowo-resmikan-turnamen-sepak-bola-gibran-jalankan-tugas-pemerintahan
Cocok Jadi Pemimpin Bangsa, PSI Yakin Prabowo-Gibran ...;Rakyat Merdeka;14/12/2023;https://rm.id/baca-berita/pemilu/201748/cocok-jadi-pemimpin-bangsa-psi-yakin-prabowogibran-menang-di-depok
"Kampanye Prabowo-Gibran di Sumsel 'Cancel', Begini Kata Ketua TPD KIM 
Mawardi Yahya";Sripoku.com;14/12/2023;https://palembang.tribunnews.com/2023/12/14/kampanye-prabowo-gibran-di-sumsel-cancel-begini-kata-ketua-tpd-kim-mawardi-yahya
Relawan Laskar Bojonegoro Gemoy Milenial Sosialisasikan ...;SuaraBojonegoro.Com;14/12/2023;https://suarabojonegoro.com/news/2023/12/15/relawan-laskar-bojonegoro-gemoy-milenial-sosialisasikan-program-capres-prabowo-gibran
Ratusan Relawan Doa Ibu Adam Muhammad Menangkan ...;Suara Pantau;14/12/2023;https://suarapantau.com/2023/12/15/ratusan-relawan-doa-ibu-adam-muhammad-menangkan-prabowo-gibran-di-sulsel/
"Dianggap Lawan Terberat Cak Imin, Mahfud MD Beri Respons, Kubu 
Prabowo-Gibran: Lihat Tanggal Mainnya";Tribunnews.com;14/12/2023;https://www.tribunnews.com/mata-lokal-memilih/2023/12/15/dianggap-lawan-terberat-cak-imin-mahfud-md-beri-respons-kubu-prabowo-gibran-lihat-tanggal-mainnya
